,x,y
0,-0.8995739151825092,2.369439538433237
1,-2.234776100066091,-0.36092674644009953
2,1.1100645314716258,-0.14593147299393605
3,-0.09574428936776397,-0.4951547211379635
4,2.4258322276657696,-0.3670784044427872
5,0.5066203415300495,-1.8720863571608508
6,0.5528533162278916,2.197898774087717
7,2.2740403603677253,-0.633639219104526
8,0.5266415058316272,-2.191948732292516
9,1.7870033891872956,-0.7082030168439628
10,1.7331908466116,0.8010799356055568
11,-2.086574170004952,0.3693125706370901
12,0.6566092010121752,0.367651100484013
13,0.6317860437411837,-2.4700892699288
14,2.7695193942911907,-0.017777385670715115
15,-0.028431545809961607,1.2910302768505781
16,2.045117262254484,-0.3912864574401247
17,1.4879815508673486,-0.4881933958233791
18,-0.15228407280418146,0.5127565679594754
19,-0.10623192026796886,-0.18584041957009478
20,1.464662563495903,0.03964502708358078
21,2.148973258162675,-0.35321661114942343
22,2.420209576591746,0.013728974853067432
23,0.2798525550720893,0.4791214909318001
24,-0.10985614767010951,1.9946474573558102
25,3.1470173969986837,0.11281400616692502
26,-0.567397998877405,0.8223364294224768
27,-0.6841659598106808,-0.12132263605543915
28,0.2781584912197371,1.752475219835254
29,3.0809014289125147,0.06625548903755588
30,0.09379210771035697,-1.9008124775034658
31,0.27180115067239824,-0.3226532507818122
32,-0.4503004604832317,-2.33426150017768
33,-1.71276285026778,0.8838525162635381
34,-0.18025481013200417,1.6325410294244702
35,2.5011868104489015,-0.449177648605957
36,-0.4614722187953938,2.1077733542710186
37,0.34777086773139687,2.42524738898755
38,2.521490142886135,-0.5186293410806788
39,-1.8761908733860992,-0.2789199035485888
40,0.08070218422241993,1.897263333619376
41,1.4533468185501177,0.6454589004769278
42,0.14420688100235066,0.6865586907074841
43,-0.8209917617253542,0.3645383376594166
44,-0.524321416826569,-1.466729085221075
45,-1.6520008973854727,-0.18895398297467667
46,-0.22671331262899344,-0.9623354780703707
47,-0.14775438260418097,-1.7445377378048916
48,0.1151882615468845,0.2583892572094126
49,-1.8498373689710206,-0.3586305349000595
50,-0.9219178855037488,-0.5444954326414825
51,-0.21968854841290678,1.994336429378565
52,-0.5468561181200589,2.0612938993591654
53,0.6662594587711492,-0.7701700292767502
54,0.2514407379499243,-0.20840628284948143
55,0.22103004608227006,-1.4045631917329624
56,-0.30071067111177685,0.12103498125136727
