,x,y,z,w
0,3.6021401619054,3.196967656721986,2.1831861405551938,3.231916623871285
1,3.746231560331174,7.806380734657056,1.1850981508642233,0.06642550355517285
2,4.94331020975511,0.4338818696342388,3.250344413650121,2.377687324237042
3,0.15300557518893676,3.512846208337816,0.08053910369394268,0.9574881401958413
4,3.493017516713188,1.2064510069936327,1.3057336469600158,2.125262958682055
5,2.325556073533801,1.459708221047328,2.806241914985787,0.4414895173058153
6,0.8757316770727375,1.1870887002004968,2.875827039690932,1.3164316756309766
7,3.618257779547089,2.9438569013300846,1.7590498719386063,2.7084556099525585
8,0.5749775414281961,1.7134595686967584,3.1991654908122826,2.4825325565348986
9,2.7796851934670066,5.593865038823859,3.155980225509558,3.0457287184822674
10,7.117242210573835,7.663758155839841,1.8471065421146613,2.657193808867257
11,0.5057945909830028,1.8623179829108492,2.833552419943926,0.7490799036140636
12,2.3064954856254385,1.6969579289119858,3.771202115231474,0.6796288150454131
13,1.5461106481640625,2.897564130483807,0.7281291970638661,0.12244776555274761
14,2.8203246225711363,4.813729826019712,2.5174339004843405,0.543239621575681
15,6.79029699283657,4.851516742455158,3.7472802868285338,3.7587978182399455
16,5.220210046435918,1.765046544086827,2.3457001148640946,0.11751260052934098
17,2.4311823352972217,6.981346549699664,1.89555508827809,1.9998436115949896
18,1.2737989820921962,7.728893889877316,2.276592522685219,2.2412642955700415
19,5.8339400415079865,1.1347863477557478,3.9425641332937573,2.619714714797001
20,0.2009255204824001,4.73601252436497,3.1952859847574326,3.7817167366117634
21,3.5912883191305314,2.766777907099689,3.1988426503947847,1.537900184773533
22,3.9096209230515937,3.0329611515388644,1.3097020891993947,1.9214568069558302
23,1.9574101383146463,2.3578198594678623,2.230655187738592,3.663302076010753
24,4.108792126123244,2.663851924794055,1.8381674595984012,2.7773087856519916
25,4.706450414261801,7.741333931676329,2.263531480066974,3.98648882611496
26,1.23795602626437,2.5792568907502655,3.254525883034841,1.1978140269509019
27,4.984641357941442,1.9963875850809467,2.9336476758391816,0.9863419586215039
28,1.6572631925758685,7.148872518831094,3.7906616680120626,0.8062494393194073
29,3.8451473911339766,2.9767994308200776,1.5239747532320331,2.9475320725124408
30,3.2226786449036577,4.296929458952893,3.1421115387011516,0.9108607850162111
31,5.986095456321908,0.13359888179978796,0.4617924913137008,0.6317426655181992
32,4.199889840156652,7.082736578942262,2.9895277149422372,2.1203723090719047
33,4.183952121465966,7.809862158358655,3.382820387359618,3.0225499075998834
34,0.688610822005491,2.3986196496135315,2.7455901890174275,1.138412208370512
35,3.276073714295153,5.860837608274766,1.7224633773725793,0.751755578355958
36,1.8484882327258294,3.9443985840544373,0.4086555662434104,0.43927669189480856
37,6.447888858981951,7.874666495877346,1.8850830109695629,0.3300005373091608
