,x,y,z
0,2.3138925820183527,3.214791003719008,2.138799443890512
1,3.375456128889098,1.2087388930488796,0.5651757812185062
2,1.6045017778337327,2.565421678662646,2.249237173365581
3,0.8346262182236278,2.1174898109440883,2.1755676786849865
4,0.49517471087387,3.1829705377573587,1.049567936047942
5,0.842928754781423,1.8605589511183047,-0.29014722077562183
6,3.3203933759915305,3.0205969493166824,0.7711287540754185
7,2.7855880313813692,2.9282653211785257,1.512226821082517
8,3.324863232011403,0.9961129992618651,2.173376601936153
9,3.3222255000184564,0.6765981237802563,-0.678787720894211
10,2.856491283875591,2.192930717140751,1.8653751468853768
11,3.1036217958433676,0.7576207020206551,1.6200392014919476
12,0.7761063052900827,2.496403590152237,-0.18446801787565567
13,2.0768201436791727,1.1616368788556584,0.011742724182001401
14,0.6719205462910001,2.7816658506101613,1.8945086753315628
15,0.8942278160253129,3.4841374186031793,0.08338768811618526
16,0.724196699932089,2.416762577889892,-0.20480796682973082
17,-0.330872995458674,2.5666640087420967,-0.36924668238374175
18,2.2325482987279917,2.4936353967856277,-0.23572442651935285
19,3.584374566489797,0.9147752337792816,0.10798438127887935
20,4.006198552791815,1.8195491721269947,-0.799517995604402
21,3.350457140001024,2.6315870149487735,-0.32862006983849207
22,1.1123203127796848,2.650520367680459,-0.8602683568271664
23,3.149163064439281,2.774642671477848,-0.49114596996200893
24,3.6602929851683474,3.4166628754547297,2.491985684341291
25,0.6291044724572976,1.0227038620628248,0.3114147439177673
26,3.5094798395059343,0.9147078036973757,-0.7177516346078665
27,2.24784803398477,0.8205647725133147,1.71348648733863
28,0.9375289019141589,2.848270560708073,1.877170777876309
29,0.5040254052851174,1.514997503283855,-0.6744903605890628
30,0.7596371516650361,0.8137213699674547,0.19761121828967212
31,0.9356272781446837,2.755424471203873,0.17243625987395267
32,0.15037653454664102,0.846874339902816,-0.4230046001492677
33,3.6524208543185117,2.78031463920601,2.062783023725887
34,1.2077029735553715,1.0081391694786612,-0.01258437145749054
35,1.3700715996399118,2.6065670901926667,0.4061656993876518
36,0.7977388360421505,3.516447652104119,-0.35795810336000045
37,3.1083045691981956,3.406668899095984,0.5104791105106257
38,1.189176398411075,3.2448755337975874,2.8511865179011027
39,0.5657247818907771,3.113229451353235,1.8365241401916044
40,2.519182167098914,0.102104122802675,2.407840931277777
41,3.335021961075668,1.3550422097119352,1.2753380550924684
42,0.6013701969131798,2.942966682232089,1.9974152900932491
43,2.7648847106517174,0.9275050148780548,2.2405822112473412
44,0.5853916500813883,0.9280636633846937,-0.8537292964072437
45,-0.2707519004719534,2.8897204677002177,2.2805922144253983
46,2.6248080800723006,2.3282878897606967,2.0084676141536852
47,1.2322079060469346,3.155616030717161,0.1737456075875777
48,2.650632627306436,3.1384068085201635,1.9526196252693284
49,3.8200891316420806,-0.15949527027082588,1.1459796818842607
50,3.4733843551007095,0.9521501288594837,-0.017848036674622477
51,3.6508566220203704,2.208877375319827,1.9639903881615852
52,3.110009324316473,3.9232220627727417,0.5150039118637278
53,1.3062674649153039,2.5851828262157337,2.2126669856880423
54,2.846852970784597,0.317319067784523,-0.04374658148378854
55,3.196924408010912,0.8661191279138223,-0.5196627005731952
56,3.0294777302066445,1.3796918316033644,2.3629883840090864
57,1.1793853457449515,1.2744893700811575,-0.9742848348596562
58,3.9358882791706327,-0.03052602454591269,1.6991255879233127
59,3.5416052009790695,3.3780583333963063,1.4478543608024839
60,1.5163670943870895,0.7298883900137799,0.4607455557451841
61,4.4437574520691125,3.4850958601542255,0.38401810904838674
62,2.702508408798193,2.690940335216367,-0.4024291702204317
63,3.5961629523137737,2.302989624530081,0.2502156552283854
64,3.383498119454527,2.0082528730325384,1.937888795015714
65,0.6434896485669079,3.374008870604466,0.2697467144519957
66,1.9238969739131528,3.592640398610101,0.11370237739028012
67,2.4696477019720118,1.3498802663517946,0.42333636829120147
68,1.085718699062189,0.8110721624299269,-0.8582249247361017
69,0.20943004193680204,2.785324107433011,1.2655731390027496
70,1.4144593821037945,2.6005040746911012,0.025886051910390163
71,3.1443063543882115,3.560515788727115,0.10559199390117864
72,0.7389723309494347,2.8308443027938988,0.48239380135861376
73,1.3791224458454954,0.6049216083987057,-0.5801817803061565
74,3.2530347549629126,0.6756346337427468,-0.34118130971451394
75,0.8584629643083466,3.5644637917625106,-0.36369192146157736
76,1.4289397858862143,2.768328853445142,0.5592953325307324
77,3.6712947295923013,0.8487529523412032,-0.32620510039404277
78,0.8081806496192077,0.6497319502784165,0.07418183811652619
79,3.400576843543452,3.350674275515674,2.359844575774328
80,2.953058999707786,2.8981971422223975,1.0371048049352112
81,2.163126832768271,3.322655046019242,0.5542243063040063
82,3.094413862407455,2.1338722121169815,1.4412913253698765
83,1.6747020533800943,1.376441275436295,-0.2011451728836241
84,2.0141702284865612,1.0298043224677798,-0.6490191875247973
85,2.70696599092004,0.34076203578219366,1.9338092699239362
86,3.510812982362025,2.975429880536978,-0.4610293845328893
87,1.1374984193741522,0.26024457297188264,0.1406984927027566
88,0.5590989273273497,3.910862498532625,2.3933571498682396
89,3.0821713011385743,2.6726866588244205,0.31089268578637547
90,3.0089316067893934,1.6664347904096908,1.6148377907979716
91,3.365200648954376,0.40729500671328467,-0.5269676034122971
92,0.597487260192852,3.5580136154116664,1.035143111149592
93,2.825673517187762,2.670252626489595,1.1251096109642016
94,2.640954106577421,0.4949022520597347,1.7590496542071383
95,3.210561146855484,1.399258694948079,-0.40260905343560216
96,0.30579344537880315,3.1416336575481814,1.4414937641265928
97,2.670664262929589,1.5930077641885758,0.04165607284725074
98,2.754971136794457,2.0127481133683727,-0.32578233037165155
99,0.8173999084902942,3.7541845185251215,1.542498759123427
100,2.0683041632845693,2.085381199929987,1.9290585342328548
101,1.1265965642569011,2.3254937796217456,0.3494143746013307
102,2.317214797818319,1.1112639545496266,1.144116458115134
103,2.64786662733749,1.3920264436601832,1.713831421446757
104,2.915900444027794,1.4349399075455413,1.609698402231651
105,0.7689985478565763,1.469659168002034,-0.28743620728979746
106,2.773423593810583,4.0342142014125475,0.7985298730143628
107,1.561522278137369,3.4205838137299676,1.4166458257281176
108,1.4755273094103973,2.425380415681405,-0.8424853186737606
109,1.1703795268234942,2.983418324472634,0.5228744233305105
110,2.705663323138573,1.3981027002167197,1.9133983735117484
111,0.882788434596297,1.355869735417376,0.3016736075214707
112,1.1183322767391441,1.060026165327218,0.013837970763225484
113,2.0744410415153474,3.2043176360791774,-0.4360996204490146
114,1.9472572702851743,4.094380077607164,0.3524202528756082
115,1.1425547798326199,1.3307570031027867,0.19134966865280237
116,2.803741401515734,3.126839333399083,0.06381059724561669
117,2.584346060587543,3.2065185868265607,1.9785767858132781
118,1.4930404517257134,1.0196144576498263,-0.058098231897543054
119,3.327629246678802,1.599946335697475,0.20182688967518128
120,2.3817947610003025,3.070351218050778,2.4366844635505713
121,0.6837814685687809,3.322258418387058,-0.38334744334600374
122,2.8416392983661938,0.6006475097163806,0.26622170138113516
123,3.075188430482413,2.250686678205223,1.516337989367081
124,3.2129996101829676,4.026241801264261,-0.25978844469265666
125,2.7707400406611296,3.4171430015006967,0.459614001141662
126,0.7036269590669002,1.416436004893244,0.5734041143491067
127,3.2880717809624502,1.2491923913169842,1.8068168652921632
128,3.4447772904733003,3.2864746646622054,2.2348110711277296
129,2.9908453372468706,1.156343173174285,3.010047076840013
130,0.6593958572734917,3.4101681363302165,-1.027585436908606
131,2.595675511673594,1.0795118103767745,1.7113434639532457
132,2.996843629184946,1.448087877266059,0.7665759924323263
133,0.7222285092039687,2.2814436133197424,-0.16105760981328704
134,2.8779881084747667,3.9418030795786896,0.03372956482510916
135,3.314112991088942,-0.08277644179619204,0.37390189800700546
136,3.4477812712676568,1.15761721233121,0.2256826935074388
137,3.6600195466807492,2.7451319941409724,-0.005736285078133444
138,3.0291759208991973,0.7720867216259146,2.5587297383118073
139,0.8055497754052279,2.9882755999134996,-0.12031800693427222
140,3.3761294853578225,0.9980858108232459,0.9526843649109724
141,1.922338314569953,3.5125720025522837,2.3075814985590606
142,0.7693994854243946,0.6106808055086099,-0.5854542678424873
143,1.1500355427281184,3.7972407751336172,2.002072950665896
144,1.270035795713618,2.5078052766126566,2.226851627299834
145,1.2521479111324076,3.4066061529831524,1.5610721619339267
146,2.462336532834577,1.0060996592842086,1.5306236976498613
147,0.8726702081405008,3.5764458557107193,2.3570612841471847
148,1.9950467207060965,2.907081779267449,2.2600774003112183
149,2.6163701466084595,0.7006443269703888,-0.22661185630406766
150,3.1592097871868563,3.5291865485715572,0.41840906721943427
151,3.382548553221342,3.3750310557379883,0.5131045149485541
152,3.0707062097311435,3.827301954728778,0.02329983098280611
153,1.732897970857403,1.443703360565919,-0.5546379471960877
154,2.3844650978982664,2.7433208965902716,2.2902872558532437
155,3.148457161963346,0.9779760313591868,-0.038766304355529864
156,1.961023381149427,2.8663706767628128,1.1540106761369615
157,3.165014494770448,0.30583002482158883,2.6103794666130993
158,0.6836777388286468,1.3695160395507973,0.49730014865066574
159,2.436975356809647,1.2334631372005798,1.6789821838666192
160,0.5014360100824213,2.43947354601261,2.0441771375312676
161,2.3842327214854704,2.5487654333483016,2.502016582169939
162,3.8036370837258944,3.714883756246347,1.3680712368527237
163,2.4164235302984327,0.5796349570242078,0.09688204096049753
164,1.5166569968586565,0.6719864962505381,-0.018078591425042922
165,0.8826577008629738,1.8571937116452721,-0.44933988181500084
166,1.7452866189327723,1.0113105520707444,0.8580442425708938
167,3.6564332630620497,0.4859326565219907,-0.6962488246517705
168,3.4640017485415067,2.9044088521745275,2.3709159638918424
169,1.1767666564744623,1.5597439019592434,0.3917383214433282
170,1.0599995013182955,2.9744338389184293,1.6281828187946306
171,2.526375575797599,2.1449255593280148,2.4248404765499583
